<TICKER>,x,<CLOSE>,<OPENINT>,<COl12>,Date
????_??6,20190224,166030.4,6356178561,Overall Index,2/23/2019
????_??6,20190225,166793.6,6385397988,Overall Index,2/24/2019
????_??6,20190226,164711.5,6305687492,Overall Index,2/25/2019
????_??6,20190227,165294.7,6328016878,Overall Index,2/26/2019
????_??6,20190302,164370.5,6292634955,Overall Index,2/27/2019
????_??6,20190303,164443.1,6295415213,Overall Index,3/2/2019
????_??6,20190304,164238.6,6286473812,Overall Index,3/3/2019
????_??6,20190305,162593.5,6223507529,Overall Index,3/4/2019
????_??6,20190306,162827.3,6232454542,Overall Index,3/5/2019
????_??6,20190309,163007.4,6239237469,Overall Index,3/6/2019
????_??6,20190310,164470.6,6294239043,Overall Index,3/9/2019
????_??6,20190311,167371.3,6403857783,Overall Index,3/10/2019
????_??6,20190312,167909.7,6425889583,Overall Index,3/11/2019
????_??6,20190313,169115.5,6468016776,Overall Index,3/12/2019
????_??6,20190316,171125,6560387453,Overall Index,3/13/2019
????_??6,20190317,172522.7,6596425619,Overall Index,3/16/2019
????_??6,20190318,175898.8,6723567845,Overall Index,3/17/2019
????_??6,20190319,178659,6830661364,Overall Index,3/18/2019
????_??6,20190325,179194.3,6851126589,Overall Index,3/19/2019
????_??6,20190326,179766.3,6872997136,Overall Index,3/25/2019
????_??6,20190327,181542.4,6940899592,Overall Index,3/26/2019
????_??6,20190330,185358,7086784753,Overall Index,3/27/2019
????_??6,20190331,185281.4,7083854576,Overall Index,3/30/2019
????_??6,20190406,186535.4,7131798320,Overall Index,3/31/2019
????_??6,20190407,188073.5,7190603659,Overall Index,4/6/2019
????_??6,20190408,188592.7,7210455420,Overall Index,4/7/2019
????_??6,20190409,190425.1,7280512983,Overall Index,4/8/2019
????_??6,20190410,193978.5,7416369052,Overall Index,4/9/2019
????_??6,20190413,195202.7,7462693823,Overall Index,4/10/2019
????_??6,20190414,196084.2,7514640073,Overall Index,4/13/2019
????_??6,20190415,201805.9,7733915966,Overall Index,4/14/2019
????_??6,20190416,201890.8,7737169981,Overall Index,4/15/2019
????_??6,20190417,199911.1,7663834202,Overall Index,4/16/2019
????_??6,20190420,204375.7,7831703790,Overall Index,4/17/2019
????_??6,20190422,204321.9,7828291322,Overall Index,4/20/2019
????_??6,20190423,202857.4,7772181048,Overall Index,4/22/2019
????_??6,20190424,203777.1,7807420802,Overall Index,4/23/2019
????_??6,20190427,205287.6,7865293768,Overall Index,4/24/2019
????_??6,20190428,209243.9,8016872876,Overall Index,4/27/2019
????_??6,20190429,214867.5,8232330522,Overall Index,4/28/2019
????_??6,20190430,216642,8344682396,Overall Index,4/29/2019
????_??6,20190501,220109,8478224027,Overall Index,4/30/2019
????_??6,20190504,224589.7,8650813429,Overall Index,5/1/2019
????_??6,20190505,224057.3,8630307346,Overall Index,5/4/2019
????_??6,20190506,215820.6,8283138661,Overall Index,5/5/2019
????_??6,20190507,208197.1,7990551782,Overall Index,5/6/2019
????_??6,20190508,211344,8111327812,Overall Index,5/7/2019
????_??6,20190511,209155,8025197097,Overall Index,5/8/2019
????_??6,20190512,204069.4,7829924755,Overall Index,5/11/2019
????_??6,20190513,207751.7,7969914167,Overall Index,5/12/2019
????_??6,20190514,211746.3,8122627582,Overall Index,5/13/2019
????_??6,20190515,211017.9,8085596178,Overall Index,5/14/2019
????_??6,20190518,212747.6,8150992152,Overall Index,5/15/2019
????_??6,20190519,212851.5,8155923322,Overall Index,5/18/2019
????_??6,20190520,211871.7,8117490190,Overall Index,5/19/2019
????_??6,20190521,215091.8,8239751277,Overall Index,5/20/2019
????_??6,20190522,215168.5,8240418827,Overall Index,5/21/2019
????_??6,20190525,214314.3,8198790483,Overall Index,5/22/2019
????_??6,20190526,217573.9,8323403636,Overall Index,5/25/2019
????_??6,20190528,223253.8,8514618470,Overall Index,5/26/2019
????_??6,20190529,224476.8,8559636880,Overall Index,5/28/2019
????_??6,20190601,222387.4,8475023329,Overall Index,5/29/2019
????_??6,20190602,224544.3,8548635118,Overall Index,6/1/2019
????_??6,20190603,226983.4,8566958529,Overall Index,6/2/2019
????_??6,20190608,226888.3,8538202877,Overall Index,6/3/2019
????_??6,20190609,229808.9,8723531145,Overall Index,6/8/2019
????_??6,20190610,230267.9,8720238082,Overall Index,6/9/2019
????_??6,20190611,230617.7,8735532889,Overall Index,6/10/2019
????_??6,20190612,233352.7,8838397018,Overall Index,6/11/2019
????_??6,20190615,234167.7,8866283032,Overall Index,6/12/2019
????_??6,20190616,238219.9,9018201279,Overall Index,6/15/2019
????_??6,20190617,238160.7,9009390159,Overall Index,6/16/2019
????_??6,20190618,237148.2,9015168338,Overall Index,6/17/2019
????_??6,20190619,234879.4,8929238414,Overall Index,6/18/2019
????_??6,20190622,233886.1,8892364031,Overall Index,6/19/2019
????_??6,20190623,237459.9,9025747645,Overall Index,6/22/2019
????_??6,20190624,242567.9,9216648267,Overall Index,6/23/2019
????_??6,20190625,245098.7,9305807691,Overall Index,6/24/2019
????_??6,20190626,248577.8,9436850336,Overall Index,6/25/2019
????_??6,20190630,248532.9,9441218953,Overall Index,6/26/2019
????_??6,20190701,247122.5,9388236235,Overall Index,6/30/2019
????_??6,20190702,248276,9419906222,Overall Index,7/1/2019
????_??6,20190703,248943.9,9336398424,Overall Index,7/2/2019
????_??6,20190706,245445.8,9166702377,Overall Index,7/3/2019
????_??6,20190707,246447.4,9210411565,Overall Index,7/6/2019
????_??6,20190708,249252.8,9363189563,Overall Index,7/7/2019
????_??6,20190709,248716.3,9338486300,Overall Index,7/8/2019
????_??6,20190710,249622.1,9408761358,Overall Index,7/9/2019
????_??6,20190713,250605,9420050654,Overall Index,7/10/2019
????_??6,20190714,253577.8,9625197612,Overall Index,7/13/2019
????_??6,20190715,253303.6,9594516237,Overall Index,7/14/2019
????_??6,20190716,246268.1,9320604173,Overall Index,7/15/2019
????_??6,20190717,246790.3,9325849357,Overall Index,7/16/2019
????_??6,20190720,246437.3,9224039828,Overall Index,7/17/2019
????_??6,20190721,249661.6,9312703366,Overall Index,7/20/2019
????_??6,20190722,253056.9,9380776846,Overall Index,7/21/2019
????_??6,20190723,251278.4,9259508652,Overall Index,7/22/2019
????_??6,20190724,252864.7,9281591957,Overall Index,7/23/2019
????_??6,20190727,252275.5,9247615872,Overall Index,7/24/2019
????_??6,20190728,252324.6,9243115065,Overall Index,7/27/2019
????_??6,20190729,252488.1,9249101611,Overall Index,7/28/2019
????_??6,20190730,252898.1,9286653107,Overall Index,7/29/2019
????_??6,20190731,254445.7,9344027620,Overall Index,7/30/2019
????_??6,20190803,254453.8,9344322746,Overall Index,7/31/2019
????_??6,20190804,255530.3,9383857427,Overall Index,8/3/2019
????_??6,20190805,256698.2,9426747118,Overall Index,8/4/2019
????_??6,20190806,255512.2,9383161380,Overall Index,8/5/2019
????_??6,20190807,255163.3,9370372538,Overall Index,8/6/2019
????_??6,20190810,255306.4,9375629407,Overall Index,8/7/2019
????_??6,20190811,255876.1,9396392058,Overall Index,8/10/2019
????_??6,20190813,257097.2,9438921708,Overall Index,8/11/2019
????_??6,20190814,261391.5,9596474829,Overall Index,8/13/2019
????_??6,20190817,261405.8,9597000458,Overall Index,8/14/2019
????_??6,20190818,260992,9581808307,Overall Index,8/17/2019
????_??6,20190821,266127.2,9774335048,Overall Index,8/18/2019
????_??6,20190824,269985.9,9916058361,Overall Index,8/21/2019
????_??6,20190825,269225.3,9838299403,Overall Index,8/24/2019
????_??6,20190826,274871.6,10044633534,Overall Index,8/25/2019
????_??6,20190827,278469.9,10176126693,Overall Index,8/26/2019
????_??6,20190828,278674.9,10183616197,Overall Index,8/27/2019
????_??6,20190831,284139.2,10383298689,Overall Index,8/28/2019
????_??6,20190901,286114.7,10455614275,Overall Index,8/31/2019
????_??6,20190902,283062.7,10344083697,Overall Index,9/1/2019
????_??6,20190903,285573.6,10435840261,Overall Index,9/2/2019
????_??6,20190904,290178.4,10604118017,Overall Index,9/3/2019
????_??6,20190907,294601.6,10765754753,Overall Index,9/4/2019
????_??6,20190908,296731.8,10843600970,Overall Index,9/7/2019
????_??6,20190911,299930.6,10960495438,Overall Index,9/8/2019
????_??6,20190914,304460.1,11126019576,Overall Index,9/11/2019
????_??6,20190915,302395.7,11050579164,Overall Index,9/14/2019
????_??6,20190916,305917.2,11179264836,Overall Index,9/15/2019
????_??6,20190917,302082,11040102472,Overall Index,9/16/2019
????_??6,20190918,294166.7,10750823925,Overall Index,9/17/2019
????_??6,20190921,297712.6,10880415156,Overall Index,9/18/2019
????_??6,20190922,302103.5,11040886422,Overall Index,9/21/2019
????_??6,20190923,311471.4,11383250178,Overall Index,9/22/2019
????_??6,20190924,312206.5,11410116136,Overall Index,9/23/2019
????_??6,20190925,314409.2,11490617348,Overall Index,9/24/2019
????_??6,20190928,320023.9,11695816701,Overall Index,9/25/2019
????_??6,20190929,318250.6,11631006578,Overall Index,9/28/2019
????_??6,20190930,324705.9,11866927519,Overall Index,9/29/2019
????_??6,20191001,326104.5,11918040693,Overall Index,9/30/2019
????_??6,20191002,326117,11918500575,Overall Index,10/1/2019
????_??6,20191005,327305.7,11961943455,Overall Index,10/2/2019
????_??6,20191006,320208.3,11702556743,Overall Index,10/5/2019
????_??6,20191007,320909.7,11728189981,Overall Index,10/6/2019
????_??6,20191008,314469.8,11492831354,Overall Index,10/7/2019
????_??6,20191009,313049,11440905637,Overall Index,10/8/2019
????_??6,20191012,322059.8,11785654435,Overall Index,10/9/2019
????_??6,20191013,326190.7,11937138257,Overall Index,10/12/2019
????_??6,20191014,319871.5,11705230118,Overall Index,10/13/2019
????_??6,20191015,308978.9,11306632108,Overall Index,10/14/2019
????_??6,20191016,309640.2,11330830637,Overall Index,10/15/2019
????_??6,20191020,301391.1,11028966297,Overall Index,10/16/2019
????_??6,20191021,302173.1,11057582701,Overall Index,10/20/2019
????_??6,20191022,308314.9,11248178497,Overall Index,10/21/2019
????_??6,20191023,305807.6,11156164877,Overall Index,10/22/2019
????_??6,20191026,303449.8,11070068918,Overall Index,10/23/2019
????_??6,20191028,305969.9,11162003966,Overall Index,10/26/2019
????_??6,20191030,309660.8,11296652308,Overall Index,10/28/2019
????_??6,20191102,308730.2,11262382455,Overall Index,10/30/2019
????_??6,20191103,308960.8,11270300351,Overall Index,11/2/2019
????_??6,20191104,304676.5,11114018292,Overall Index,11/3/2019
????_??6,20191105,305333.4,11137979666,Overall Index,11/4/2019
????_??6,20191109,305858.9,11157150124,Overall Index,11/5/2019
????_??6,20191110,302795.1,11045390237,Overall Index,11/9/2019
????_??6,20191111,303944.2,11087306665,Overall Index,11/10/2019
????_??6,20191112,306655.5,11186207590,Overall Index,11/11/2019
????_??6,20191113,307094.1,11202207163,Overall Index,11/12/2019
????_??6,20191116,306885.8,11194610729,Overall Index,11/13/2019
????_??6,20191117,302340.7,11028812725,Overall Index,11/16/2019
????_??6,20191118,302726.1,11042871892,Overall Index,11/17/2019
????_??6,20191119,304688.3,11114226872,Overall Index,11/18/2019
????_??6,20191120,304996.9,11125405444,Overall Index,11/19/2019
????_??6,20191123,305622.5,11152215549,Overall Index,11/20/2019
????_??6,20191124,305774.4,11157678352,Overall Index,11/23/2019
????_??6,20191125,308477.2,11256299506,Overall Index,11/24/2019
????_??6,20191126,309643.6,11298864273,Overall Index,11/25/2019
????_??6,20191127,311230,11356750615,Overall Index,11/26/2019
????_??6,20191130,314587.8,11479276674,Overall Index,11/27/2019
????_??6,20191201,318670.5,11628253809,Overall Index,11/30/2019
????_??6,20191202,320194.8,11683876244,Overall Index,12/1/2019
????_??6,20191203,320814.4,11704500297,Overall Index,12/2/2019
????_??6,20191204,322528,11767020556,Overall Index,12/3/2019
????_??6,20191207,327624.8,11954362674,Overall Index,12/4/2019
????_??6,20191208,332567.2,12134510294,Overall Index,12/7/2019
????_??6,20191209,335792,12252173755,Overall Index,12/8/2019
????_??6,20191210,339434.4,12385071180,Overall Index,12/9/2019
????_??6,20191211,339386.6,12383325935,Overall Index,12/10/2019
????_??6,20191214,343291.8,12525991566,Overall Index,12/11/2019
????_??6,20191215,344115.1,12556032800,Overall Index,12/14/2019
????_??6,20191216,344487.4,12568257855,Overall Index,12/15/2019
????_??6,20191217,346870.7,12655209806,Overall Index,12/16/2019
????_??6,20191218,350322.6,12781147486,Overall Index,12/17/2019
????_??6,20191221,353996.7,12915652484,Overall Index,12/18/2019
????_??6,20191222,356721.1,13002780796,Overall Index,12/21/2019
????_??6,20191223,359365.5,13099163747,Overall Index,12/22/2019
????_??6,20191224,362259.3,13204646206,Overall Index,12/23/2019
????_??6,20191225,361088.4,13161963334,Overall Index,12/24/2019
????_??6,20191228,367632.1,13400484608,Overall Index,12/25/2019
????_??6,20191229,369729.9,13476948758,Overall Index,12/28/2019
????_??6,20191230,375547.7,13689013789,Overall Index,12/29/2019
????_??6,20191231,377012.7,13742415400,Overall Index,12/30/2019
????_??6,20200101,384099.6,14000737658,Overall Index,12/31/2019
????_??6,20200104,367334,13389580549,Overall Index,1/1/2020
????_??6,20200105,365815.5,13335251964,Overall Index,1/4/2020
????_??6,20200107,358843.2,13081088542,Overall Index,1/5/2020
????_??6,20200108,353807.5,12897519569,Overall Index,1/7/2020
????_??6,20200111,359807.1,13116227055,Overall Index,1/8/2020
????_??6,20200112,375650.2,13693607653,Overall Index,1/11/2020
????_??6,20200113,392038.4,14291008032,Overall Index,1/12/2020
????_??6,20200114,395912.6,14431861441,Overall Index,1/13/2020
????_??6,20200115,399445.3,14561135252,Overall Index,1/14/2020
????_??6,20200118,409962.4,14908384938,Overall Index,1/15/2020
????_??6,20200119,410694.5,14934935550,Overall Index,1/18/2020
????_??6,20200120,409807.8,14902423069,Overall Index,1/19/2020
????_??6,20200121,406008.9,14763660244,Overall Index,1/20/2020
????_??6,20200122,411211.5,14952680569,Overall Index,1/21/2020
????_??6,20200125,417001.9,15163231541,Overall Index,1/22/2020
????_??6,20200126,418312.5,15210889226,Overall Index,1/25/2020
????_??6,20200127,420668.1,15296546443,Overall Index,1/26/2020
????_??6,20200128,427139.4,15531858674,Overall Index,1/27/2020
????_??6,20200201,426184.9,15497151437,Overall Index,1/28/2020
????_??6,20200202,428217,15571041796,Overall Index,2/1/2020
????_??6,20200203,438881.5,15958511303,Overall Index,2/2/2020
????_??6,20200204,440199.1,16006420579,Overall Index,2/3/2020
????_??6,20200205,445894.1,16213503184,Overall Index,2/4/2020
????_??6,20200208,452842.3,16466151921,Overall Index,2/5/2020
????_??6,20200209,454618.5,16530193874,Overall Index,2/8/2020
????_??6,20200210,447151.9,16258703399,Overall Index,2/9/2020
????_??6,20200212,459079.5,16692397027,Overall Index,2/10/2020
????_??6,20200215,461988.4,16798166875,Overall Index,2/12/2020
????_??6,20200216,472749.9,17189459317,Overall Index,2/15/2020
????_??6,20200217,476812.8,17332959783,Overall Index,2/16/2020
????_??6,20200218,472120.4,17161888337,Overall Index,2/17/2020
????_??6,20200219,478755.7,17403429715,Overall Index,2/18/2020
????_??6,20200222,481869.6,17532784988,Overall Index,2/19/2020
????_??6,20200223,498904.5,18164997114,Overall Index,2/22/2020
????_??6,20200224,503735.8,18333334625,Overall Index,2/23/2020
????_??6,20200225,518512.8,18867047095,Overall Index,2/24/2020
????_??6,20200226,524393.9,19081037510,Overall Index,2/25/2020
????_??6,20200229,505801,18404502353,Overall Index,2/26/2020
????_??6,20200301,515583,18760439375,Overall Index,2/29/2020
????_??6,20200302,529329,19259071476,Overall Index,3/1/2020
????_??6,20200303,544237.1,19801487535,Overall Index,3/2/2020
????_??6,20200304,555167.5,20199177886,Overall Index,3/3/2020
????_??6,20200307,549186.1,20005095392,Overall Index,3/4/2020
????_??6,20200309,534379.5,19465738395,Overall Index,3/7/2020
????_??6,20200310,519847.3,18935328266,Overall Index,3/9/2020
????_??6,20200311,520211.2,18948580720,Overall Index,3/10/2020
????_??6,20200314,502738.9,18356026002,Overall Index,3/11/2020
????_??6,20200315,494405.6,18051758218,Overall Index,3/14/2020
????_??6,20200316,506079.3,18480090680,Overall Index,3/15/2020
????_??6,20200317,502425.9,18346682346,Overall Index,3/16/2020
????_??6,20200318,512900.5,18731726034,Overall Index,3/17/2020
????_??6,20200324,508665.9,18577059810,Overall Index,3/18/2020
????_??6,20200325,521267.3,19037278675,Overall Index,3/24/2020
????_??6,20200328,532525.2,19448429032,Overall Index,3/25/2020
????_??6,20200329,545649.7,19927752795,Overall Index,3/28/2020
????_??6,20200330,547657.8,20001093775,Overall Index,3/29/2020
????_??6,20200404,567531.6,20726906029,Overall Index,3/30/2020
????_??6,20200405,573903.2,20959604824,Overall Index,4/4/2020
????_??6,20200406,569673.6,20805135923,Overall Index,4/5/2020
????_??6,20200407,583344.4,21305579792,Overall Index,4/6/2020
????_??6,20200408,597070.5,21806283638,Overall Index,4/7/2020
????_??6,20200411,607854.9,22200155947,Overall Index,4/8/2020
????_??6,20200412,623260.3,22759559786,Overall Index,4/11/2020
????_??6,20200413,624527.5,22805836504,Overall Index,4/12/2020
????_??6,20200414,626388.7,22873694879,Overall Index,4/13/2020
????_??6,20200415,645722.4,23579700235,Overall Index,4/14/2020
????_??6,20200418,668905.6,25138464565,Overall Index,4/15/2020
????_??6,20200419,690037.3,25930085343,Overall Index,4/18/2020
????_??6,20200420,708994.6,26642552354,Overall Index,4/19/2020
????_??6,20200421,726137.4,27284666084,Overall Index,4/20/2020
????_??6,20200422,741901.8,27876805758,Overall Index,4/21/2020
????_??6,20200425,769372.8,28905908313,Overall Index,4/22/2020
????_??6,20200426,797813.3,29974361700,Overall Index,4/25/2020
????_??6,20200427,820505.3,30789694413,Overall Index,4/26/2020
????_??6,20200428,845952.5,31744604317,Overall Index,4/27/2020
????_??6,20200429,878093.6,32949122513,Overall Index,4/28/2020
????_??6,20200502,917406,34423187122,Overall Index,4/29/2020
????_??6,20200503,956200.1,35904462799,Overall Index,5/2/2020
????_??6,20200504,979105.3,36764532574,Overall Index,5/3/2020
????_??6,20200505,980571.1,36818148714,Overall Index,5/4/2020
????_??6,20200506,977923.5,36718735301,Overall Index,5/5/2020
????_??6,20200509,1020217.5,38299736862,Overall Index,5/6/2020
????_??6,20200510,1043252.7,39164495884,Overall Index,5/9/2020
????_??6,20200511,1047762.8,39321670723,Overall Index,5/10/2020
????_??6,20200512,1021444.8,38331551483,Overall Index,5/11/2020
????_??6,20200513,1017662.5,38199513573,Overall Index,5/12/2020
????_??6,20200516,987475.3,37060569741,Overall Index,5/13/2020
????_??6,20200517,968460.5,36345241228,Overall Index,5/16/2020
????_??6,20200518,995180.6,37347451608,Overall Index,5/17/2020
????_??6,20200519,1002124.6,37605067433,Overall Index,5/18/2020
????_??6,20200520,986759.2,37014110740,Overall Index,5/19/2020
????_??6,20200523,959840.5,36003664416,Overall Index,5/20/2020
????_??6,20200526,926132.7,34739283389,Overall Index,5/23/2020
????_??6,20200527,938549.8,35185313313,Overall Index,5/26/2020
????_??6,20200530,973494.7,36495364401,Overall Index,5/27/2020
????_??6,20200531,970413,36379709429,Overall Index,5/30/2020
????_??6,20200601,988120.7,37047457626,Overall Index,5/31/2020
????_??6,20200602,1028537.6,38562411225,Overall Index,6/1/2020
????_??6,20200606,1068844,40067719279,Overall Index,6/2/2020
????_??6,20200607,1116186.6,41834829812,Overall Index,6/6/2020
????_??6,20200608,1118912.1,41933290066,Overall Index,6/7/2020
????_??6,20200609,1118118.1,41893948866,Overall Index,6/8/2020
????_??6,20200610,1153679.7,43225583106,Overall Index,6/9/2020
????_??6,20200613,1189807.4,44577913486,Overall Index,6/10/2020
????_??6,20200614,1185376.6,44409799333,Overall Index,6/13/2020
????_??6,20200615,1200120.7,44958550940,Overall Index,6/14/2020
????_??6,20200616,1229701.6,46065264396,Overall Index,6/15/2020
????_??6,20200620,1270602.6,47566487810,Overall Index,6/16/2020
????_??6,20200621,1300828.1,48684822728,Overall Index,6/20/2020
????_??6,20200622,1341531.9,50072674457,Overall Index,6/21/2020
????_??6,20200623,1391041,51926083909,Overall Index,6/22/2020
????_??6,20200624,1419439,53120068442,Overall Index,6/23/2020
????_??6,20200627,1466275.8,54872854893,Overall Index,6/24/2020
????_??6,20200628,1491951.5,55150314010,Overall Index,6/27/2020
????_??6,20200629,1481924.1,54832316162,Overall Index,6/28/2020
????_??6,20200630,1546849.9,57242964062,Overall Index,6/29/2020
????_??6,20200701,1612882.4,60348423566,Overall Index,6/30/2020
????_??6,20200704,1621367.5,60806771668,Overall Index,7/1/2020
????_??6,20200705,1655406.9,62082694187,Overall Index,7/4/2020
????_??6,20200706,1718350.2,65093245043,Overall Index,7/5/2020
????_??6,20200707,1747078.1,65482226850,Overall Index,7/6/2020
????_??6,20200708,1753678.2,64958680812,Overall Index,7/7/2020
????_??6,20200711,1741296.1,64457650265,Overall Index,7/8/2020
????_??6,20200712,1812832.5,67871396410,Overall Index,7/11/2020
????_??6,20200713,1822117.1,68218864393,Overall Index,7/12/2020
????_??6,20200714,1844860,68326686626,Overall Index,7/13/2020
????_??6,20200715,1841695.9,68212681948,Overall Index,7/14/2020
????_??6,20200718,1809147.2,66973846235,Overall Index,7/15/2020
????_??6,20200719,1864945.8,69761447232,Overall Index,7/18/2020
????_??6,20200720,1924798.4,71986060689,Overall Index,7/19/2020
????_??6,20200721,1916202.3,71632131238,Overall Index,7/20/2020
????_??6,20200722,1901169.3,70961144688,Overall Index,7/21/2020
????_??6,20200725,1952920.8,73021844930,Overall Index,7/22/2020
????_??6,20200726,1946134.4,72767729369,Overall Index,7/25/2020
????_??6,20200727,1933943.8,72319137204,Overall Index,7/26/2020
????_??6,20200728,1941156.7,72587891836,Overall Index,7/27/2020
????_??6,20200729,1904316.1,71204186081,Overall Index,7/28/2020
????_??6,20200801,1961649.4,73413448948,Overall Index,7/29/2020
????_??6,20200802,2011493,75268887278,Overall Index,8/1/2020
????_??6,20200803,1993328,74589163820,Overall Index,8/2/2020
????_??6,20200804,1995037.2,74652706174,Overall Index,8/3/2020
????_??6,20200805,2034187,76115698142,Overall Index,8/4/2020
????_??6,20200809,2078511.8,77774680239,Overall Index,8/5/2020
????_??6,20200810,2065111.8,77277494397,Overall Index,8/9/2020
????_??6,20200811,1999853.5,74835497562,Overall Index,8/10/2020
????_??6,20200812,1975544.9,73925856785,Overall Index,8/11/2020
????_??6,20200815,1903259.4,71263567878,Overall Index,8/12/2020
????_??6,20200816,1813574.5,67885133619,Overall Index,8/15/2020
????_??6,20200817,1815696.4,67964554441,Overall Index,8/16/2020
????_??6,20200818,1825354.2,68324050558,Overall Index,8/17/2020
????_??6,20200819,1757257.6,65775153685,Overall Index,8/18/2020
????_??6,20200822,1727265,64734088062,Overall Index,8/19/2020
????_??6,20200823,1662205,62282513802,Overall Index,8/22/2020
????_??6,20200824,1608544.5,60211529370,Overall Index,8/23/2020
????_??6,20200825,1650026.4,61764293373,Overall Index,8/24/2020
????_??6,20200826,1718762.7,64336652328,Overall Index,8/25/2020
????_??6,20200831,1727953,64629043545,Overall Index,8/26/2020
????_??6,20200901,1684741.4,62941465146,Overall Index,8/31/2020
????_??6,20200902,1631883.7,60959474796,Overall Index,9/1/2020
????_??6,20200905,1642037.9,61518744844,Overall Index,9/2/2020
????_??6,20200906,1647855.3,61736513921,Overall Index,9/5/2020
????_??6,20200907,1607211.9,60212252583,Overall Index,9/6/2020
????_??6,20200908,1570049.2,58819994802,Overall Index,9/7/2020
????_??6,20200909,1556315,58260573853,Overall Index,9/8/2020
????_??6,20200912,1583747,59345295320,Overall Index,9/9/2020
????_??6,20200913,1578185.9,59175362198,Overall Index,9/12/2020
????_??6,20200914,1607490.9,60283368019,Overall Index,9/13/2020
????_??6,20200915,1664559.2,62422685917,Overall Index,9/14/2020
????_??6,20200916,1704098.7,63905460316,Overall Index,9/15/2020
????_??6,20200919,1699506.1,63733232373,Overall Index,9/16/2020
????_??6,20200920,1652248.9,61483356070,Overall Index,9/19/2020
????_??6,20200921,1595148.3,59357899285,Overall Index,9/20/2020
????_??6,20200922,1581205.5,59272586408,Overall Index,9/21/2020
????_??6,20200923,1611452.2,60241644518,Overall Index,9/22/2020
????_??6,20200926,1615678.3,60450018622,Overall Index,9/23/2020
????_??6,20200927,1572158,58976728005,Overall Index,9/26/2020
????_??6,20200928,1515932.9,56932474247,Overall Index,9/27/2020
????_??6,20200929,1492902,56067522151,Overall Index,9/28/2020
????_??6,20200930,1503413,56462299254,Overall Index,9/29/2020
????_??6,20201003,1546147,58151073027,Overall Index,9/30/2020
????_??6,20201004,1522937.6,57274112017,Overall Index,10/3/2020
????_??6,20201005,1490154.5,56147320169,Overall Index,10/4/2020
????_??6,20201006,1514699.1,57072132708,Overall Index,10/5/2020
????_??6,20201007,1540706.6,58052066741,Overall Index,10/6/2020
????_??6,20201010,1541842.6,58279409293,Overall Index,10/7/2020
????_??6,20201011,1597045.4,60365983147,Overall Index,10/10/2020
????_??6,20201012,1579566.3,59705297137,Overall Index,10/11/2020
????_??6,20201013,1579633,59768600478,Overall Index,10/12/2020
????_??6,20201014,1561450.9,59080625398,Overall Index,10/13/2020
????_??6,20201018,1514244.1,57307224543,Overall Index,10/14/2020
????_??6,20201019,1462382.1,55580760567,Overall Index,10/18/2020
????_??6,20201020,1419312.3,53943916235,Overall Index,10/19/2020
????_??6,20201021,1412300.2,53676431760,Overall Index,10/20/2020
????_??6,20201024,1374049,52218286420,Overall Index,10/21/2020
????_??6,20201026,1336583,50796487981,Overall Index,10/24/2020
????_??6,20201027,1301959.1,49479045080,Overall Index,10/26/2020
????_??6,20201028,1288286.5,48959781628,Overall Index,10/27/2020
????_??6,20201031,1305979.2,49632171488,Overall Index,10/28/2020
????_??6,20201101,1279901.9,48641134493,Overall Index,10/31/2020
????_??6,20201102,1264538.5,48057235200,Overall Index,11/1/2020
????_??6,20201104,1290507.4,49050413467,Overall Index,11/2/2020
????_??6,20201107,1262869.6,47999936432,Overall Index,11/4/2020
????_??6,20201108,1240512.7,47150182931,Overall Index,11/7/2020
????_??6,20201109,1215222.6,46188939273,Overall Index,11/8/2020
????_??6,20201110,1211935.6,46063710415,Overall Index,11/9/2020
????_??6,20201111,1221082.2,46411359190,Overall Index,11/10/2020
????_??6,20201114,1247591.4,47418947434,Overall Index,11/11/2020
????_??6,20201115,1257364.3,47790401480,Overall Index,11/14/2020
????_??6,20201116,1273746.7,48413068760,Overall Index,11/15/2020
????_??6,20201117,1296958,49299378451,Overall Index,11/16/2020
????_??6,20201118,1345295,51851043236,Overall Index,11/17/2020
????_??6,20201121,1366536.2,52669609920,Overall Index,11/18/2020
????_??6,20201122,1358847.9,52373125060,Overall Index,11/21/2020
????_??6,20201123,1375530.3,53015728373,Overall Index,11/22/2020
????_??6,20201124,1356944.5,53127762594,Overall Index,11/23/2020
????_??6,20201125,1367171.1,53528159290,Overall Index,11/24/2020
????_??6,20201128,1390803.4,54453420451,Overall Index,11/25/2020
????_??6,20201129,1427198.6,55878383798,Overall Index,11/28/2020
????_??6,20201130,1465934.2,57395012653,Overall Index,11/29/2020
????_??6,20201201,1473701.9,58334661216,Overall Index,11/30/2020
????_??6,20201202,1470967.6,58226428320,Overall Index,12/1/2020
????_??6,20201205,1490713.3,59008037061,Overall Index,12/2/2020
????_??6,20201206,1523105.8,60289426356,Overall Index,12/5/2020
????_??6,20201207,1512962.1,59887906347,Overall Index,12/6/2020
????_??6,20201208,1507362.7,59666265504,Overall Index,12/7/2020
????_??6,20201209,1506274.6,59621553858,Overall Index,12/8/2020
????_??6,20201212,1527452.6,60606869795,Overall Index,12/9/2020
????_??6,20201213,1515757.6,60142081214,Overall Index,12/12/2020
????_??6,20201214,1484158.9,58886269416,Overall Index,12/13/2020
????_??6,20201215,1428324.5,56674981758,Overall Index,12/14/2020
