<TICKER>,x,<CLOSE>,<OPENINT>,<COl12>,Date
????_??6,20140223,81281.6,81325,Overall Index,2/22/2014
????_??6,20140224,80849.8,81281.6,Overall Index,2/23/2014
????_??6,20140225,80087.4,80849.8,Overall Index,2/24/2014
????_??6,20140226,79785.5,80087.4,Overall Index,2/25/2014
????_??6,20140301,80105,79785.5,Overall Index,2/26/2014
????_??6,20140302,79584.1,80105,Overall Index,3/1/2014
????_??6,20140303,78518.8,79584.1,Overall Index,3/2/2014
????_??6,20140304,78072.6,78518.8,Overall Index,3/3/2014
????_??6,20140305,78447.2,78072.6,Overall Index,3/4/2014
????_??6,20140308,78231,78447.2,Overall Index,3/5/2014
????_??6,20140309,77515.6,78231,Overall Index,3/8/2014
????_??6,20140310,77219.5,77515.6,Overall Index,3/9/2014
????_??6,20140311,76582.7,77219.5,Overall Index,3/10/2014
????_??6,20140312,76583.4,76582.7,Overall Index,3/11/2014
????_??6,20140315,77191.3,76583.4,Overall Index,3/12/2014
????_??6,20140316,77816.2,77191.3,Overall Index,3/15/2014
????_??6,20140317,78430.8,77816.2,Overall Index,3/16/2014
????_??6,20140318,78968.1,78430.8,Overall Index,3/17/2014
????_??6,20140319,79015.4,78968.1,Overall Index,3/18/2014
????_??6,20140325,79013.5,79015.4,Overall Index,3/19/2014
????_??6,20140326,78619.4,79013.5,Overall Index,3/25/2014
????_??6,20140329,78239.7,78619.4,Overall Index,3/26/2014
????_??6,20140330,78469.2,78239.7,Overall Index,3/29/2014
????_??6,20140331,78741.3,78469.2,Overall Index,3/30/2014
????_??6,20140405,78547.7,78741.3,Overall Index,3/31/2014
????_??6,20140406,77634.7,78547.7,Overall Index,4/5/2014
????_??6,20140407,77418.6,77634.7,Overall Index,4/6/2014
????_??6,20140408,77817.5,77418.6,Overall Index,4/7/2014
????_??6,20140409,77423.9,77817.5,Overall Index,4/8/2014
????_??6,20140412,76501.8,77423.9,Overall Index,4/9/2014
????_??6,20140413,74920.7,76501.8,Overall Index,4/12/2014
????_??6,20140414,73973.4,74920.7,Overall Index,4/13/2014
????_??6,20140415,73847.6,73973.4,Overall Index,4/14/2014
????_??6,20140416,74161.2,73847.6,Overall Index,4/15/2014
????_??6,20140419,73637.8,74161.2,Overall Index,4/16/2014
????_??6,20140420,74160,73637.8,Overall Index,4/19/2014
????_??6,20140421,75035.3,74160,Overall Index,4/20/2014
????_??6,20140422,75735.2,75035.3,Overall Index,4/21/2014
????_??6,20140423,75980.5,75735.2,Overall Index,4/22/2014
????_??6,20140426,77404.1,75980.5,Overall Index,4/23/2014
????_??6,20140427,77923.6,77404.1,Overall Index,4/26/2014
????_??6,20140428,78131.1,77923.6,Overall Index,4/27/2014
????_??6,20140429,78151.3,78131.1,Overall Index,4/28/2014
????_??6,20140430,78164.3,78151.3,Overall Index,4/29/2014
????_??6,20140503,77939,78164.3,Overall Index,4/30/2014
????_??6,20140504,77569.2,77939,Overall Index,5/3/2014
????_??6,20140505,77763.8,77569.2,Overall Index,5/4/2014
????_??6,20140506,77717.3,77763.8,Overall Index,5/5/2014
????_??6,20140507,77752.4,77717.3,Overall Index,5/6/2014
????_??6,20140510,77931,77752.4,Overall Index,5/7/2014
????_??6,20140511,77733.6,77931,Overall Index,5/10/2014
????_??6,20140512,77596.1,77733.6,Overall Index,5/11/2014
????_??6,20140514,77610.3,77596.1,Overall Index,5/12/2014
????_??6,20140517,76895.3,77610.3,Overall Index,5/14/2014
????_??6,20140518,76987.5,76895.3,Overall Index,5/17/2014
????_??6,20140519,76528.9,76987.5,Overall Index,5/18/2014
????_??6,20140520,76634.4,76528.9,Overall Index,5/19/2014
????_??6,20140521,76767.6,76634.4,Overall Index,5/20/2014
????_??6,20140524,76703.9,76767.6,Overall Index,5/21/2014
????_??6,20140525,76394.2,76703.9,Overall Index,5/24/2014
????_??6,20140526,76212,76394.2,Overall Index,5/25/2014
????_??6,20140528,76067.8,76212,Overall Index,5/26/2014
????_??6,20140531,75687.1,76067.8,Overall Index,5/28/2014
????_??6,20140601,74543.4,75687.1,Overall Index,5/31/2014
????_??6,20140602,74735.9,74543.4,Overall Index,6/1/2014
????_??6,20140603,75102.8,74735.9,Overall Index,6/2/2014
????_??6,20140607,75329.5,75102.8,Overall Index,6/3/2014
????_??6,20140608,75353.5,75329.5,Overall Index,6/7/2014
????_??6,20140609,75240.5,75353.5,Overall Index,6/8/2014
????_??6,20140610,74836.7,75240.5,Overall Index,6/9/2014
????_??6,20140611,74499.1,74836.7,Overall Index,6/10/2014
????_??6,20140614,73516,74499.1,Overall Index,6/11/2014
????_??6,20140615,72631.8,73516,Overall Index,6/14/2014
????_??6,20140616,72748.8,72631.8,Overall Index,6/15/2014
????_??6,20140617,72638,72748.8,Overall Index,6/16/2014
????_??6,20140618,72873.1,72638,Overall Index,6/17/2014
????_??6,20140621,72969,72873.1,Overall Index,6/18/2014
????_??6,20140622,72900.8,72969,Overall Index,6/21/2014
????_??6,20140623,72544.9,72900.8,Overall Index,6/22/2014
????_??6,20140624,72344.4,72544.9,Overall Index,6/23/2014
????_??6,20140625,72249.9,72344.4,Overall Index,6/24/2014
????_??6,20140628,71662,72249.9,Overall Index,6/25/2014
????_??6,20140629,70970.3,71662,Overall Index,6/28/2014
????_??6,20140630,70341.5,70970.3,Overall Index,6/29/2014
????_??6,20140701,70423,70341.5,Overall Index,6/30/2014
????_??6,20140702,70876.6,70423,Overall Index,7/1/2014
????_??6,20140705,72162.2,70876.6,Overall Index,7/2/2014
????_??6,20140706,71960.2,72162.2,Overall Index,7/5/2014
????_??6,20140707,71916.6,71960.2,Overall Index,7/6/2014
????_??6,20140708,73025,71916.6,Overall Index,7/7/2014
????_??6,20140709,73416.4,73025,Overall Index,7/8/2014
????_??6,20140712,73555.9,73416.4,Overall Index,7/9/2014
????_??6,20140713,73226.2,73555.9,Overall Index,7/12/2014
????_??6,20140714,73347.4,73226.2,Overall Index,7/13/2014
????_??6,20140715,73457.9,73347.4,Overall Index,7/14/2014
????_??6,20140716,73754.2,73457.9,Overall Index,7/15/2014
????_??6,20140720,73750.2,73754.2,Overall Index,7/16/2014
????_??6,20140721,73890.5,73750.2,Overall Index,7/20/2014
????_??6,20140722,74526.1,73890.5,Overall Index,7/21/2014
????_??6,20140723,74841.6,74526.1,Overall Index,7/22/2014
????_??6,20140726,74840.3,74841.6,Overall Index,7/23/2014
????_??6,20140727,74848,74840.3,Overall Index,7/26/2014
????_??6,20140728,74997.6,74848,Overall Index,7/27/2014
????_??6,20140802,74841,74997.6,Overall Index,7/28/2014
????_??6,20140803,74637.4,74841,Overall Index,8/2/2014
????_??6,20140804,74709.2,74637.4,Overall Index,8/3/2014
????_??6,20140805,74697.5,74709.2,Overall Index,8/4/2014
????_??6,20140806,74613.8,74697.5,Overall Index,8/5/2014
????_??6,20140809,74398.6,74613.8,Overall Index,8/6/2014
????_??6,20140810,74398.9,74398.6,Overall Index,8/9/2014
????_??6,20140811,74547.5,74398.9,Overall Index,8/10/2014
????_??6,20140812,74455.1,74547.5,Overall Index,8/11/2014
????_??6,20140813,74363,74455.1,Overall Index,8/12/2014
????_??6,20140816,74051,74363,Overall Index,8/13/2014
????_??6,20140817,73952.6,74051,Overall Index,8/16/2014
????_??6,20140818,73906.8,73952.6,Overall Index,8/17/2014
????_??6,20140819,73902.6,73906.8,Overall Index,8/18/2014
????_??6,20140820,73905.7,73902.6,Overall Index,8/19/2014
????_??6,20140823,73868,73905.7,Overall Index,8/20/2014
????_??6,20140824,73529.5,73868,Overall Index,8/23/2014
????_??6,20140825,73499.9,73529.5,Overall Index,8/24/2014
????_??6,20140826,73540.9,73499.9,Overall Index,8/25/2014
????_??6,20140827,73312.2,73540.9,Overall Index,8/26/2014
????_??6,20140830,72941.8,73312.2,Overall Index,8/27/2014
????_??6,20140831,72778.4,72941.8,Overall Index,8/30/2014
????_??6,20140901,72339.8,72778.4,Overall Index,8/31/2014
????_??6,20140902,72232.4,72339.8,Overall Index,9/1/2014
????_??6,20140903,72121.5,72232.4,Overall Index,9/2/2014
????_??6,20140906,71822.4,72121.5,Overall Index,9/3/2014
????_??6,20140907,71665.4,71822.4,Overall Index,9/6/2014
????_??6,20140908,71815.2,71665.4,Overall Index,9/7/2014
????_??6,20140909,71930.1,71815.2,Overall Index,9/8/2014
????_??6,20140910,71925.4,71930.1,Overall Index,9/9/2014
????_??6,20140913,71486,71925.4,Overall Index,9/10/2014
????_??6,20140914,71386.7,71486,Overall Index,9/13/2014
????_??6,20140915,71402.3,71386.7,Overall Index,9/14/2014
????_??6,20140916,71408.3,71402.3,Overall Index,9/15/2014
????_??6,20140917,71443.6,71408.3,Overall Index,9/16/2014
????_??6,20140920,71445,71443.6,Overall Index,9/17/2014
????_??6,20140921,71545.3,71445,Overall Index,9/20/2014
????_??6,20140922,71685.8,71545.3,Overall Index,9/21/2014
????_??6,20140923,71726.5,71685.8,Overall Index,9/22/2014
????_??6,20140924,71788.1,71726.5,Overall Index,9/23/2014
????_??6,20140927,71702.2,71788.1,Overall Index,9/24/2014
????_??6,20140928,71643.7,71702.2,Overall Index,9/27/2014
????_??6,20140929,71675.2,71643.7,Overall Index,9/28/2014
????_??6,20140930,71664,71675.2,Overall Index,9/29/2014
????_??6,20141001,71640.5,71664,Overall Index,9/30/2014
????_??6,20141004,71670.1,71640.5,Overall Index,10/1/2014
????_??6,20141006,71821.5,71670.1,Overall Index,10/4/2014
????_??6,20141007,71718.9,71821.5,Overall Index,10/6/2014
????_??6,20141008,71783.7,71718.9,Overall Index,10/7/2014
????_??6,20141011,71771.7,71783.7,Overall Index,10/8/2014
????_??6,20141012,71791.5,71771.7,Overall Index,10/11/2014
????_??6,20141014,71893.1,71791.5,Overall Index,10/12/2014
????_??6,20141015,71978.6,71893.1,Overall Index,10/14/2014
????_??6,20141018,72016.5,71978.6,Overall Index,10/15/2014
????_??6,20141019,72281,72016.5,Overall Index,10/18/2014
????_??6,20141020,73550.4,72281,Overall Index,10/19/2014
????_??6,20141021,74109.1,73550.4,Overall Index,10/20/2014
????_??6,20141022,74132.8,74109.1,Overall Index,10/21/2014
????_??6,20141025,74152,74132.8,Overall Index,10/22/2014
????_??6,20141026,73940.8,74152,Overall Index,10/25/2014
????_??6,20141027,73958.9,73940.8,Overall Index,10/26/2014
????_??6,20141028,73967.8,73958.9,Overall Index,10/27/2014
????_??6,20141029,74151.1,73967.8,Overall Index,10/28/2014
????_??6,20141101,75028,74151.1,Overall Index,10/29/2014
????_??6,20141102,75368.6,75028,Overall Index,11/1/2014
????_??6,20141105,76166.6,75368.6,Overall Index,11/2/2014
????_??6,20141108,76420.5,76166.6,Overall Index,11/5/2014
????_??6,20141109,76553.4,76420.5,Overall Index,11/8/2014
????_??6,20141110,76560.8,76553.4,Overall Index,11/9/2014
????_??6,20141111,76708,76560.8,Overall Index,11/10/2014
????_??6,20141112,76589.4,76708,Overall Index,11/11/2014
????_??6,20141115,75946.5,76589.4,Overall Index,11/12/2014
????_??6,20141116,75930.8,75946.5,Overall Index,11/15/2014
????_??6,20141117,75965.9,75930.8,Overall Index,11/16/2014
????_??6,20141118,75409.4,75965.9,Overall Index,11/17/2014
????_??6,20141119,75248.4,75409.4,Overall Index,11/18/2014
????_??6,20141122,75042.6,75248.4,Overall Index,11/19/2014
????_??6,20141123,75389.6,75042.6,Overall Index,11/22/2014
????_??6,20141124,75949,75389.6,Overall Index,11/23/2014
????_??6,20141125,74740.9,75949,Overall Index,11/24/2014
????_??6,20141126,74076.1,74740.9,Overall Index,11/25/2014
????_??6,20141129,73245.1,74076.1,Overall Index,11/26/2014
????_??6,20141130,72189.5,73245.1,Overall Index,11/29/2014
????_??6,20141201,72120.7,72189.5,Overall Index,11/30/2014
????_??6,20141202,72258.5,72120.7,Overall Index,12/1/2014
????_??6,20141203,71860.2,72258.5,Overall Index,12/2/2014
????_??6,20141206,71712,71860.2,Overall Index,12/3/2014
????_??6,20141207,71170,71712,Overall Index,12/6/2014
????_??6,20141208,71376.6,71170,Overall Index,12/7/2014
????_??6,20141209,71381.7,71376.6,Overall Index,12/8/2014
????_??6,20141210,71043,71381.7,Overall Index,12/9/2014
????_??6,20141214,70291.6,71043,Overall Index,12/10/2014
????_??6,20141215,69542.6,70291.6,Overall Index,12/14/2014
????_??6,20141216,69608.6,69542.6,Overall Index,12/15/2014
????_??6,20141217,69494.8,69608.6,Overall Index,12/16/2014
????_??6,20141220,69537.5,69494.8,Overall Index,12/17/2014
????_??6,20141222,70094.4,69537.5,Overall Index,12/20/2014
????_??6,20141224,70153.5,70094.4,Overall Index,12/22/2014
????_??6,20141227,69705,70153.5,Overall Index,12/24/2014
????_??6,20141228,69625.5,69705,Overall Index,12/27/2014
????_??6,20141229,69424,69625.5,Overall Index,12/28/2014
????_??6,20141230,69254.5,69424,Overall Index,12/29/2014
????_??6,20141231,68973.1,69254.5,Overall Index,12/30/2014
????_??6,20150103,68829.9,68973.1,Overall Index,12/31/2014
????_??6,20150104,68650.6,68829.9,Overall Index,1/3/2015
????_??6,20150105,68232.1,68650.6,Overall Index,1/4/2015
????_??6,20150106,67471,68232.1,Overall Index,1/5/2015
????_??6,20150107,66902,67471,Overall Index,1/6/2015
????_??6,20150110,66197.9,66902,Overall Index,1/7/2015
????_??6,20150111,65512.8,66197.9,Overall Index,1/10/2015
????_??6,20150112,66000.1,65512.8,Overall Index,1/11/2015
????_??6,20150113,65929.1,66000.1,Overall Index,1/12/2015
????_??6,20150114,65939.1,65929.1,Overall Index,1/13/2015
????_??6,20150117,66273.3,65939.1,Overall Index,1/14/2015
????_??6,20150118,66319.2,66273.3,Overall Index,1/17/2015
????_??6,20150119,65835,66319.2,Overall Index,1/18/2015
????_??6,20150120,65564.7,65835,Overall Index,1/19/2015
????_??6,20150121,65028.9,65564.7,Overall Index,1/20/2015
????_??6,20150124,65029.1,65028.9,Overall Index,1/21/2015
????_??6,20150125,65105,65029.1,Overall Index,1/24/2015
????_??6,20150126,65114.1,65105,Overall Index,1/25/2015
????_??6,20150127,65127.7,65114.1,Overall Index,1/26/2015
????_??6,20150128,65256.1,65127.7,Overall Index,1/27/2015
????_??6,20150131,65542.8,22362.8,Overall Index,1/28/2015
????_??6,20150201,65544.7,608.7,Overall Index,1/31/2015
????_??6,20150202,65555.9,22498.4,Overall Index,2/1/2015
????_??6,20150203,65597.4,608.9,Overall Index,2/2/2015
????_??6,20150204,65771.6,22645,Overall Index,2/3/2015
????_??6,20150207,65787.2,612,Overall Index,2/4/2015
????_??6,20150208,65366.3,23634.4,Overall Index,2/7/2015
????_??6,20150209,64917.5,604.7,Overall Index,2/8/2015
????_??6,20150210,64840.9,23290.1,Overall Index,2/9/2015
????_??6,20150214,64932.1,594,Overall Index,2/10/2015
????_??6,20150215,64926.8,22974.9,Overall Index,2/14/2015
????_??6,20150216,64993.6,595.1,Overall Index,2/15/2015
????_??6,20150217,64811.2,22662.4,Overall Index,2/16/2015
????_??6,20150218,64720,591.7,Overall Index,2/17/2015
????_??6,20150221,64867.1,22625.6,Overall Index,2/18/2015
????_??6,20150222,64719.9,599.1,Overall Index,2/21/2015
????_??6,20150223,64678.4,21850.8,Overall Index,2/22/2015
????_??6,20150224,64525.8,592.6,Overall Index,2/23/2015
????_??6,20150225,64051.7,21957.9,Overall Index,2/24/2015
????_??6,20150228,63950.9,590,Overall Index,2/25/2015
????_??6,20150301,63860.1,21635.1,Overall Index,2/28/2015
????_??6,20150302,63954.8,588.2,Overall Index,3/1/2015
????_??6,20150303,63996,21495.7,Overall Index,3/2/2015
????_??6,20150304,64014.9,594.7,Overall Index,3/3/2015
????_??6,20150307,63911.1,21603.4,Overall Index,3/4/2015
????_??6,20150308,63806.7,594,Overall Index,3/7/2015
????_??6,20150309,63846.7,21390.4,Overall Index,3/8/2015
????_??6,20150310,63852.8,592.5,Overall Index,3/9/2015
????_??6,20150311,64070.7,21204.7,Overall Index,3/10/2015
????_??6,20150314,64610.3,593.1,Overall Index,3/11/2015
????_??6,20150315,64980.6,21378,Overall Index,3/14/2015
????_??6,20150316,65122.8,630.1,Overall Index,3/15/2015
????_??6,20150317,61532.9,21338.8,Overall Index,3/16/2015
????_??6,20150318,62531.8,630.9,Overall Index,3/17/2015
????_??6,20150325,62885,21208.6,Overall Index,3/18/2015
????_??6,20150328,63625.5,656.3,Overall Index,3/25/2015
????_??6,20150329,65099.9,21258.9,Overall Index,3/28/2015
????_??6,20150330,65175.1,685.9,Overall Index,3/29/2015
????_??6,20150331,65728,20950.3,Overall Index,3/30/2015
????_??6,20150404,67827,681.7,Overall Index,3/31/2015
????_??6,20150405,70261.7,21579.2,Overall Index,4/4/2015
????_??6,20150406,70843.9,725.1,Overall Index,4/5/2015
????_??6,20150407,70159.9,22142.8,Overall Index,4/6/2015
????_??6,20150408,70684.7,750,Overall Index,4/7/2015
????_??6,20150411,70022.8,21958.5,Overall Index,4/8/2015
????_??6,20150412,68783.9,766.1,Overall Index,4/11/2015
????_??6,20150413,68454.1,21428.1,Overall Index,4/12/2015
????_??6,20150414,68465.3,734.6,Overall Index,4/13/2015
????_??6,20150415,68078.8,22224.9,Overall Index,4/14/2015
????_??6,20150418,67374,722.4,Overall Index,4/15/2015
????_??6,20150419,67378.8,21935.9,Overall Index,4/18/2015
????_??6,20150420,67016.7,715,Overall Index,4/19/2015
????_??6,20150421,66828.6,22278.4,Overall Index,4/20/2015
????_??6,20150422,66569.2,702.4,Overall Index,4/21/2015
????_??6,20150425,66540.6,2956718064,Overall Index,4/22/2015
????_??6,20150426,66208.9,2955471463,Overall Index,4/25/2015
????_??6,20150427,65576.8,2940783664,Overall Index,4/26/2015
????_??6,20150428,65508.2,2912685764,Overall Index,4/27/2015
????_??6,20150429,65634.1,2950970446,Overall Index,4/28/2015
????_??6,20150503,65088.3,2956743284,Overall Index,4/29/2015
????_??6,20150504,64415.8,2932156160,Overall Index,5/3/2015
????_??6,20150505,64168.1,2901857230,Overall Index,5/4/2015
????_??6,20150506,64069.1,2890701528,Overall Index,5/5/2015
????_??6,20150509,63530.2,2885541003,Overall Index,5/6/2015
????_??6,20150510,62885.9,2861231554,Overall Index,5/9/2015
????_??6,20150511,63069.8,2831590617,Overall Index,5/10/2015
????_??6,20150512,63316,2839583464,Overall Index,5/11/2015
????_??6,20150513,63531.4,2852599800,Overall Index,5/12/2015
????_??6,20150517,63465.1,2862304114,Overall Index,5/13/2015
????_??6,20150518,63522.8,2840653222,Overall Index,5/17/2015
????_??6,20150519,63644.3,2841966214,Overall Index,5/18/2015
????_??6,20150520,63703.1,2842115109,Overall Index,5/19/2015
????_??6,20150523,63427.8,2843608255,Overall Index,5/20/2015
????_??6,20150524,63363.8,2812868036,Overall Index,5/23/2015
????_??6,20150525,63496.5,2808632845,Overall Index,5/24/2015
????_??6,20150526,63419.1,2810714158,Overall Index,5/25/2015
????_??6,20150527,63402.1,2805903289,Overall Index,5/26/2015
????_??6,20150530,63419.9,2799831761,Overall Index,5/27/2015
????_??6,20150531,63227.9,2800009691,Overall Index,5/30/2015
????_??6,20150601,63227,2789810243,Overall Index,5/31/2015
????_??6,20150602,63289.8,2788377982,Overall Index,6/1/2015
????_??6,20150606,63297.6,2790845592,Overall Index,6/2/2015
????_??6,20150607,63187.3,2790689607,Overall Index,6/6/2015
????_??6,20150608,62952.3,2783693144,Overall Index,6/7/2015
????_??6,20150609,62317.9,2771272388,Overall Index,6/8/2015
????_??6,20150610,62322.2,2744224662,Overall Index,6/9/2015
????_??6,20150613,62571.2,2736086526,Overall Index,6/10/2015
????_??6,20150614,62653.3,2746324547,Overall Index,6/13/2015
????_??6,20150615,62442,2749925569,Overall Index,6/14/2015
????_??6,20150616,62558.9,2740341616,Overall Index,6/15/2015
????_??6,20150617,63559.7,2744405765,Overall Index,6/16/2015
????_??6,20150620,63836.2,2783051933,Overall Index,6/17/2015
????_??6,20150621,63810.7,2794119752,Overall Index,6/20/2015
